"","defensiveTeam","displayName","week_num","position","tot_tackles","tot_tackles_forloss","tot_ffumbles","tot_missed_tackles","tot_prevents","tot_assists","tot_ips"
"104","ARI","Markus Golden",3,"OLB",1,0,0,0,0,0,0
"105","ARI","Markus Golden",4,"OLB",2,1,0,0,0,2,0
"106","ARI","Markus Golden",5,"OLB",0,0,0,1,0,0,0
"107","ARI","Markus Golden",6,"OLB",3,1,0,0,0,4,0
"108","ARI","Markus Golden",7,"OLB",1,0,0,1,0,1,0
"109","ARI","Markus Golden",8,"OLB",2,1,0,0,0,2,0
"110","ARI","Markus Golden",9,"OLB",3,1,0,0,1,2,0
"111","ARI","Michael Dogbe",1,"DE",2,0,0,0,0,2,0
"112","ARI","Michael Dogbe",3,"DE",1,0,0,0,0,1,0
"113","ARI","Michael Dogbe",4,"DE",0,0,0,0,0,1,0
"114","ARI","Michael Dogbe",5,"DE",2,0,0,0,0,1,0
"115","ARI","Michael Dogbe",6,"DE",1,0,0,2,0,0,0
"116","ARI","Michael Dogbe",7,"DE",0,0,0,0,0,1,0
"117","ARI","Myjai Sanders",7,"OLB",0,0,0,1,0,0,0
"118","ARI","Myjai Sanders",8,"OLB",1,0,0,0,0,0,0
"119","ARI","Myjai Sanders",9,"OLB",0,0,0,0,0,1,0
"120","ARI","Nick Vigil",1,"ILB",3,0,0,1,0,0,0
"121","ARI","Nick Vigil",2,"ILB",3,1,0,1,0,3,0
"122","ARI","Nick Vigil",3,"ILB",0,0,0,0,0,3,0
"123","ARI","Nick Vigil",4,"ILB",1,0,0,0,0,1,0
"124","ARI","Rashard Lawrence",1,"NT",3,1,1,0,0,0,0
"125","ARI","Rashard Lawrence",2,"NT",1,1,0,0,0,1,0
"126","ARI","Rashard Lawrence",3,"NT",0,0,0,1,0,0,0
"127","ARI","Rashard Lawrence",6,"NT",4,1,0,0,1,1,1
"128","ARI","Rashard Lawrence",7,"NT",1,0,0,1,0,0,0
"129","ARI","Tanner Vallejo",2,"ILB",1,0,0,0,0,0,0
"130","ARI","Tanner Vallejo",5,"ILB",1,0,0,0,0,0,0
"131","ARI","Tanner Vallejo",6,"ILB",1,0,0,1,0,2,0
"132","ARI","Tanner Vallejo",7,"ILB",1,1,0,0,0,1,0
"133","ARI","Tanner Vallejo",8,"ILB",1,0,0,0,0,0,0
"134","ARI","Tanner Vallejo",9,"ILB",4,0,0,0,0,1,0
"135","ARI","Trayvon Mullen",4,"CB",1,0,0,1,0,1,0
"136","ARI","Victor Dimukeje",1,"OLB",1,0,0,0,0,0,0
"137","ARI","Victor Dimukeje",2,"OLB",1,0,0,0,0,0,0
"138","ARI","Victor Dimukeje",5,"OLB",1,0,0,0,0,1,0
"139","ARI","Victor Dimukeje",6,"OLB",3,0,0,1,0,0,0
"140","ARI","Victor Dimukeje",7,"OLB",2,0,0,0,0,0,0
"141","ARI","Victor Dimukeje",8,"OLB",1,0,0,0,0,1,0
"142","ARI","Victor Dimukeje",9,"OLB",1,0,0,0,0,0,0
"143","ARI","Zach Allen",1,"DE",0,0,0,0,0,2,0
"144","ARI","Zach Allen",2,"DE",1,0,0,0,0,1,0
"145","ARI","Zach Allen",3,"DE",1,1,0,1,0,2,0
"146","ARI","Zach Allen",4,"DE",1,0,0,0,1,3,0
"147","ARI","Zach Allen",5,"DE",4,1,0,0,0,3,0
"148","ARI","Zach Allen",6,"DE",2,1,0,0,0,2,0
"149","ARI","Zach Allen",7,"DE",2,1,0,0,0,1,0
"150","ARI","Zach Allen",8,"DE",1,0,0,0,0,2,0
"151","ARI","Zach Allen",9,"DE",2,1,0,0,1,2,1
"152","ARI","Zaven Collins",1,"OLB",4,2,0,3,0,4,0
"153","ARI","Zaven Collins",2,"OLB",6,0,1,3,0,3,0
"154","ARI","Zaven Collins",3,"OLB",4,0,0,1,0,0,0
"155","ARI","Zaven Collins",4,"OLB",6,0,0,1,1,2,0
"156","ARI","Zaven Collins",5,"OLB",3,0,0,0,0,3,0
"157","ARI","Zaven Collins",6,"OLB",2,0,0,1,0,4,0
"158","ARI","Zaven Collins",7,"OLB",6,0,0,0,0,3,0
"159","ARI","Zaven Collins",8,"OLB",4,0,0,0,1,2,0
"160","ARI","Zaven Collins",9,"OLB",4,1,0,4,0,3,0
"161","ATL","A.J. Terrell",1,"CB",3,0,0,2,0,1,0
"162","ATL","A.J. Terrell",2,"CB",6,0,0,0,0,3,0
"163","ATL","A.J. Terrell",3,"CB",6,0,0,0,1,0,0
"164","ATL","A.J. Terrell",4,"CB",0,0,0,2,0,2,0
"165","ATL","A.J. Terrell",5,"CB",1,0,0,3,0,1,0
"166","ATL","A.J. Terrell",6,"CB",2,0,0,1,0,2,0
"167","ATL","A.J. Terrell",7,"CB",1,0,0,0,0,0,0
"168","ATL","Abdullah Anderson",2,"DE",2,1,0,0,0,0,0
"169","ATL","Abdullah Anderson",4,"DE",1,0,0,0,0,1,0
"170","ATL","Abdullah Anderson",5,"DE",0,0,0,0,0,1,0
"171","ATL","Abdullah Anderson",6,"DE",1,0,0,1,0,1,0
"172","ATL","Abdullah Anderson",7,"DE",0,0,0,1,0,1,0
"173","ATL","Abdullah Anderson",8,"DE",1,0,0,0,0,0,0
"174","ATL","Abdullah Anderson",9,"DE",1,0,0,1,0,0,0
"175","ATL","Adetokunbo Ogundeji",1,"OLB",1,0,0,1,0,2,0
"176","ATL","Adetokunbo Ogundeji",2,"OLB",1,0,0,0,0,4,0
"177","ATL","Adetokunbo Ogundeji",3,"OLB",0,0,0,3,0,1,0
"178","ATL","Adetokunbo Ogundeji",4,"OLB",2,0,0,1,0,0,0
"179","ATL","Adetokunbo Ogundeji",5,"OLB",1,0,0,0,1,0,0
"180","ATL","Adetokunbo Ogundeji",7,"OLB",1,0,0,0,0,0,0
"181","ATL","Adetokunbo Ogundeji",8,"OLB",0,0,0,2,0,2,0
"182","ATL","Adetokunbo Ogundeji",9,"OLB",0,0,0,0,0,1,0
"183","ATL","Anthony Rush",1,"DT",0,0,0,0,0,1,0
"184","ATL","Anthony Rush",2,"DT",0,0,0,0,0,1,0
"185","ATL","Anthony Rush",3,"DT",1,0,0,0,0,1,0
"186","ATL","Anthony Rush",4,"DT",2,0,0,0,1,1,0
"187","ATL","Arnold Ebiketie",1,"OLB",1,0,0,0,0,0,0
"188","ATL","Arnold Ebiketie",2,"OLB",2,0,0,0,0,2,0
"189","ATL","Arnold Ebiketie",3,"OLB",1,0,0,1,0,0,0
"190","ATL","Arnold Ebiketie",4,"OLB",1,0,0,0,0,0,0
"191","ATL","Arnold Ebiketie",5,"OLB",1,0,0,0,0,0,0
"192","ATL","Arnold Ebiketie",6,"OLB",4,0,1,1,0,1,0
"193","ATL","Arnold Ebiketie",8,"OLB",1,0,0,0,0,1,0
"194","ATL","Arnold Ebiketie",9,"OLB",1,0,0,0,0,2,0
"195","ATL","Casey Hayward",1,"CB",2,0,0,1,0,2,0
"196","ATL","Casey Hayward",2,"CB",2,0,0,0,0,0,0
"197","ATL","Casey Hayward",3,"CB",6,0,0,1,0,0,0
"198","ATL","Casey Hayward",4,"CB",0,0,0,1,0,1,0
"199","ATL","Casey Hayward",5,"CB",1,0,0,1,0,0,0
"200","ATL","Casey Hayward",6,"CB",2,0,0,1,0,0,0
"201","ATL","Cornell Armstrong",7,"CB",7,0,0,0,0,2,0
"202","ATL","Cornell Armstrong",8,"CB",3,0,0,1,0,0,0
"203","ATL","Cornell Armstrong",9,"CB",5,0,0,0,0,4,0
"204","ATL","Darren Hall",2,"CB",4,0,1,0,0,1,0
"205","ATL","Darren Hall",4,"CB",1,0,0,0,0,1,0
"206","ATL","Darren Hall",6,"CB",1,0,0,0,0,1,0
"207","ATL","Darren Hall",7,"CB",5,0,0,0,0,1,0
"208","ATL","Darren Hall",8,"CB",0,0,0,0,0,1,0
"209","ATL","Darren Hall",9,"CB",0,0,0,1,0,0,0
"210","ATL","DeAngelo Malone",2,"OLB",2,0,0,0,0,0,0
"211","ATL","DeAngelo Malone",4,"OLB",1,1,0,0,0,0,0
"212","ATL","DeAngelo Malone",8,"OLB",1,0,0,0,0,0,0
"213","ATL","DeAngelo Malone",9,"OLB",1,0,0,0,0,1,0
"214","ATL","Dean Marlowe",1,"SS",0,0,0,1,0,0,0
"215","ATL","Dean Marlowe",5,"SS",2,0,0,0,0,1,0
"216","ATL","Dean Marlowe",8,"SS",4,0,0,1,0,1,0
"217","ATL","Dee Alford",1,"CB",2,0,0,0,1,0,0
"218","ATL","Dee Alford",2,"CB",2,1,0,0,1,0,1
"219","ATL","Dee Alford",3,"CB",0,0,0,1,0,0,0
"220","ATL","Dee Alford",4,"CB",2,0,0,0,1,0,0
"221","ATL","Dee Alford",5,"CB",4,0,0,0,0,3,0
"222","ATL","Dee Alford",9,"CB",0,0,0,1,0,0,0
"223","ATL","Erik Harris",2,"FS",3,0,0,0,0,3,0
"224","ATL","Erik Harris",8,"FS",1,0,0,0,0,0,0
"225","ATL","Grady Jarrett",1,"DT",2,0,0,0,1,2,0
"226","ATL","Grady Jarrett",2,"DT",0,0,0,1,0,0,0
"227","ATL","Grady Jarrett",3,"DT",2,1,0,0,0,1,0
"228","ATL","Grady Jarrett",4,"DT",2,0,0,0,0,2,0
"229","ATL","Grady Jarrett",5,"DT",3,0,0,0,0,1,0
"230","ATL","Grady Jarrett",6,"DT",0,0,0,0,0,3,0
"231","ATL","Grady Jarrett",7,"DT",0,0,0,0,0,1,0
"232","ATL","Grady Jarrett",8,"DT",3,2,0,1,0,1,0
"233","ATL","Grady Jarrett",9,"DT",1,0,0,0,1,1,0
"234","ATL","Isaiah Oliver",6,"CB",1,0,0,0,0,1,0
"235","ATL","Isaiah Oliver",7,"CB",1,0,0,0,0,2,0
"236","ATL","Isaiah Oliver",8,"CB",3,0,0,4,0,1,0
"237","ATL","Isaiah Oliver",9,"CB",6,2,0,1,1,2,1
"238","ATL","Jalen Dalton",8,"DT",1,0,0,0,0,0,0
"239","ATL","Jalen Dalton",9,"DT",1,0,0,0,0,2,0
"240","ATL","Jaylinn Hawkins",1,"FS",5,0,0,0,1,1,0
"241","ATL","Jaylinn Hawkins",2,"FS",1,0,0,2,0,1,0
"242","ATL","Jaylinn Hawkins",3,"FS",3,0,0,0,0,1,0
"243","ATL","Jaylinn Hawkins",4,"FS",2,0,1,0,0,3,0
"244","ATL","Jaylinn Hawkins",5,"FS",7,0,0,0,1,3,0
"245","ATL","Jaylinn Hawkins",6,"FS",1,0,0,1,0,3,0
"246","ATL","Jaylinn Hawkins",7,"FS",6,0,0,2,0,4,0
"247","ATL","Jaylinn Hawkins",9,"FS",3,0,0,1,0,3,0
"248","ATL","Lorenzo Carter",1,"OLB",0,0,0,1,0,1,0
"249","ATL","Lorenzo Carter",2,"OLB",1,1,0,0,0,1,0
"250","ATL","Lorenzo Carter",3,"OLB",0,0,0,1,0,1,0
"251","ATL","Lorenzo Carter",4,"OLB",6,0,0,0,0,2,0
"252","ATL","Lorenzo Carter",5,"OLB",2,0,0,0,0,1,0
"253","ATL","Lorenzo Carter",6,"OLB",0,0,0,1,0,0,0
"254","ATL","Lorenzo Carter",7,"OLB",0,0,0,0,0,1,0
"255","ATL","Lorenzo Carter",8,"OLB",2,0,0,0,0,3,0
"256","ATL","Lorenzo Carter",9,"OLB",2,0,0,0,0,1,0
"257","ATL","Matt Dickerson",1,"DT",0,0,0,0,0,1,0
"258","ATL","Matt Dickerson",5,"DT",1,1,0,0,0,1,0
"259","ATL","Matt Dickerson",6,"DT",2,0,0,1,0,1,0
"260","ATL","Mike Ford",1,"CB",1,0,0,0,0,2,0
"261","ATL","Mike Ford",2,"CB",0,0,0,0,0,1,0
"262","ATL","Mike Ford",3,"CB",2,0,0,0,0,0,0
"263","ATL","Mike Ford",4,"CB",0,0,0,0,0,1,0
"264","ATL","Mike Ford",6,"CB",1,1,0,1,1,1,1
"265","ATL","Mykal Walker",1,"ILB",3,1,1,0,0,2,0
"266","ATL","Mykal Walker",2,"ILB",5,0,0,1,1,2,0
"267","ATL","Mykal Walker",3,"ILB",8,0,0,1,0,1,0
"268","ATL","Mykal Walker",4,"ILB",8,0,0,3,1,3,0
"269","ATL","Mykal Walker",5,"ILB",6,0,0,0,0,5,0
"270","ATL","Mykal Walker",7,"ILB",0,0,0,0,0,4,0
"271","ATL","Mykal Walker",8,"ILB",10,1,0,2,0,3,0
"272","ATL","Mykal Walker",9,"ILB",3,0,0,0,0,5,0
"273","ATL","Nate Landman",3,"ILB",0,0,0,0,0,1,0
"274","ATL","Quinton Bell",1,"OLB",0,0,0,0,0,1,0
"275","ATL","Quinton Bell",6,"OLB",1,1,0,0,0,0,0
"276","ATL","Rashaan Evans",1,"ILB",3,0,0,1,0,3,0
"277","ATL","Rashaan Evans",2,"ILB",1,0,0,2,0,6,0
"278","ATL","Rashaan Evans",3,"ILB",10,1,0,0,2,3,0
"279","ATL","Rashaan Evans",4,"ILB",5,0,0,1,0,4,0
"280","ATL","Rashaan Evans",5,"ILB",4,1,0,1,0,1,0
"281","ATL","Rashaan Evans",6,"ILB",6,0,0,1,1,5,0
"282","ATL","Rashaan Evans",7,"ILB",7,0,0,0,2,6,0
"283","ATL","Rashaan Evans",8,"ILB",3,0,0,0,1,5,0
"284","ATL","Rashaan Evans",9,"ILB",6,1,1,0,0,6,0
"285","ATL","Richie Grant",1,"SS",4,0,0,0,0,6,0
"286","ATL","Richie Grant",2,"SS",3,0,0,1,0,3,0
"287","ATL","Richie Grant",3,"SS",6,0,0,1,0,1,0
"288","ATL","Richie Grant",4,"SS",2,0,0,2,0,2,0
"289","ATL","Richie Grant",5,"SS",6,0,0,0,1,1,0
"290","ATL","Richie Grant",6,"SS",5,0,0,0,0,1,0
"291","ATL","Richie Grant",7,"SS",4,1,0,0,0,0,0
"292","ATL","Richie Grant",8,"SS",3,0,0,1,0,2,0
"293","ATL","Richie Grant",9,"SS",6,0,0,3,1,6,0
"294","ATL","Ta'Quon Graham",1,"DE",0,0,0,1,0,0,0
"295","ATL","Ta'Quon Graham",2,"DE",0,0,0,0,0,4,0
"296","ATL","Ta'Quon Graham",3,"DE",0,0,0,0,0,3,0
"297","ATL","Ta'Quon Graham",4,"DE",4,0,0,0,0,1,0
"298","ATL","Ta'Quon Graham",5,"DE",1,0,0,0,0,0,0
"299","ATL","Ta'Quon Graham",6,"DE",1,0,0,2,0,1,0
"300","ATL","Ta'Quon Graham",7,"DE",2,0,0,0,0,1,0
"301","ATL","Ta'Quon Graham",8,"DE",4,0,0,1,1,3,0
"302","ATL","Ta'Quon Graham",9,"DE",1,0,0,0,0,2,0
"303","ATL","Timmy Horne",1,"DT",1,0,0,0,0,0,0
"304","ATL","Timmy Horne",4,"DT",0,0,0,0,0,2,0
"305","ATL","Timmy Horne",5,"DT",0,0,0,1,0,1,0
"306","ATL","Timmy Horne",7,"DT",0,0,0,0,0,1,0
"307","ATL","Timmy Horne",8,"DT",3,0,0,0,0,1,0
"308","ATL","Troy Andersen",2,"ILB",0,0,0,0,0,1,0
"309","ATL","Troy Andersen",3,"ILB",2,0,0,0,0,0,0
"310","ATL","Troy Andersen",4,"ILB",0,0,0,0,0,2,0
"311","ATL","Troy Andersen",5,"ILB",2,1,0,2,0,1,0
"312","ATL","Troy Andersen",6,"ILB",6,0,0,1,0,6,0
"313","ATL","Troy Andersen",7,"ILB",4,0,0,1,0,2,0
"314","ATL","Troy Andersen",8,"ILB",0,0,0,0,0,1,0
"315","ATL","Troy Andersen",9,"ILB",0,0,0,2,0,0,0
"316","BAL","A.J. Klein",8,"OLB",3,1,0,2,0,1,0
"317","BAL","Brandon Copeland",3,"OLB",1,0,0,0,1,0,0
"318","BAL","Brandon Copeland",4,"OLB",0,0,0,0,0,1,0
"319","BAL","Brandon Copeland",5,"OLB",0,0,0,0,0,2,0
"320","BAL","Brandon Stephens",1,"FS",1,0,0,1,0,1,0
"321","BAL","Brandon Stephens",3,"FS",1,0,0,0,0,0,0
"322","BAL","Brandon Stephens",4,"FS",3,0,0,1,0,0,0
"323","BAL","Brandon Stephens",5,"FS",0,0,0,0,0,1,0
"324","BAL","Brandon Stephens",6,"FS",1,0,0,0,0,1,0
"325","BAL","Brandon Stephens",8,"FS",4,0,0,0,1,0,0
"326","BAL","Brandon Stephens",9,"FS",2,0,0,0,0,0,0
"327","BAL","Brent Urban",2,"DE",0,0,0,1,0,0,0
"328","BAL","Brent Urban",5,"DE",2,0,0,0,0,1,0
"329","BAL","Brent Urban",6,"DE",0,0,0,0,0,1,0
"330","BAL","Brent Urban",7,"DE",1,0,0,0,0,1,0
"331","BAL","Brent Urban",8,"DE",0,0,0,1,0,3,0
"332","BAL","Broderick Washington",2,"DT",2,1,0,2,0,0,0
"333","BAL","Broderick Washington",3,"DT",3,0,0,1,0,1,0
"334","BAL","Broderick Washington",4,"DT",0,0,0,0,0,1,0
"335","BAL","Broderick Washington",5,"DT",2,0,0,0,0,1,0
"336","BAL","Broderick Washington",6,"DT",1,0,0,0,0,2,0
"337","BAL","Broderick Washington",7,"DT",1,0,0,0,0,1,0
"338","BAL","Broderick Washington",8,"DT",1,0,0,0,0,2,0
"339","BAL","Broderick Washington",9,"DT",2,0,0,0,0,1,0
"340","BAL","Calais Campbell",1,"DE",1,0,0,0,0,2,0
"341","BAL","Calais Campbell",2,"DE",0,0,0,0,0,2,0
"342","BAL","Calais Campbell",3,"DE",2,0,0,1,0,1,0
"343","BAL","Calais Campbell",4,"DE",1,0,0,1,0,2,0
"344","BAL","Calais Campbell",6,"DE",1,0,0,0,0,2,0
"345","BAL","Calais Campbell",7,"DE",2,0,0,2,0,1,0
"346","BAL","Calais Campbell",9,"DE",1,1,0,0,0,0,0
"347","BAL","Chuck Clark",1,"SS",4,0,1,3,1,4,0
"348","BAL","Chuck Clark",2,"SS",4,0,0,0,0,0,0
"349","BAL","Chuck Clark",3,"SS",7,0,0,0,1,2,0
"350","BAL","Chuck Clark",4,"SS",3,0,0,0,0,3,0
"351","BAL","Chuck Clark",5,"SS",4,0,0,0,0,4,0
"352","BAL","Chuck Clark",6,"SS",6,0,0,1,0,0,0
"353","BAL","Chuck Clark",7,"SS",6,0,0,2,0,3,0
"354","BAL","Chuck Clark",8,"SS",2,0,0,0,0,1,0
"355","BAL","Chuck Clark",9,"SS",1,0,0,0,1,0,0
"356","BAL","Damarion Williams",2,"CB",3,0,0,0,1,1,0
"357","BAL","Damarion Williams",3,"CB",1,0,0,0,0,0,0
"358","BAL","Damarion Williams",5,"CB",3,1,0,1,1,1,0
"359","BAL","Damarion Williams",6,"CB",3,0,0,0,0,0,0
"360","BAL","Damarion Williams",7,"CB",1,0,0,1,1,1,0
"361","BAL","Damarion Williams",8,"CB",1,0,0,1,0,4,0
"362","BAL","Damarion Williams",9,"CB",0,0,0,0,0,1,0
"363","BAL","Devon Kennard",7,"OLB",1,0,0,0,0,0,0
"364","BAL","Devon Kennard",8,"OLB",3,1,0,0,0,0,0
"365","BAL","Geno Stone",2,"SS",0,0,0,0,0,1,0
"366","BAL","Geno Stone",4,"SS",1,0,0,0,0,0,0
"367","BAL","Geno Stone",5,"SS",2,0,0,0,0,0,0
"368","BAL","Geno Stone",6,"SS",4,0,0,0,0,0,0
"369","BAL","Geno Stone",7,"SS",8,0,1,1,0,0,0
"370","BAL","Geno Stone",8,"SS",6,0,0,0,1,0,0
"371","BAL","Geno Stone",9,"SS",0,0,0,0,0,1,0
"372","BAL","Jalyn Armour-Davis",1,"CB",0,0,0,0,0,1,0
"373","BAL","Jalyn Armour-Davis",2,"CB",2,1,0,1,0,1,0
"374","BAL","Jalyn Armour-Davis",3,"CB",1,0,0,1,0,0,0
"375","BAL","Jason Pierre-Paul",4,"DE",2,0,0,0,0,1,0
"376","BAL","Jason Pierre-Paul",5,"DE",0,0,0,1,0,1,0
"377","BAL","Jason Pierre-Paul",7,"DE",1,0,0,0,0,1,0
"378","BAL","Jeremiah Attaochu",6,"OLB",2,1,0,0,0,0,0
"379","BAL","Josh Bynes",1,"ILB",1,0,0,2,0,0,0
"380","BAL","Josh Bynes",2,"ILB",1,0,0,0,0,0,0
"381","BAL","Josh Bynes",3,"ILB",8,0,0,1,0,2,0
"382","BAL","Josh Bynes",4,"ILB",2,0,0,0,0,0,0
