"","displayName","week_num","tot_tackles","tot_tackles_forloss","tot_ffumbles","tot_missed_tackles","tot_prevents","tot_assists","tot_ips"
"59","Adoree' Jackson",4,2,1,0,2,0,0,0
"60","Adoree' Jackson",5,5,1,0,0,0,1,0
"61","Adoree' Jackson",6,3,0,0,1,0,1,0
"62","Adoree' Jackson",7,6,0,0,0,0,1,0
"63","Adoree' Jackson",8,4,0,1,0,1,1,0
"64","Adrian Amos",1,2,0,0,1,0,1,0
"65","Adrian Amos",2,3,0,0,1,0,1,0
"66","Adrian Amos",3,2,1,0,0,0,2,0
"67","Adrian Amos",4,2,1,0,0,0,0,0
"68","Adrian Amos",5,3,0,0,0,0,0,0
"69","Adrian Amos",6,4,1,0,0,0,2,0
"70","Adrian Amos",7,4,0,0,0,0,5,0
"71","Adrian Amos",8,6,0,0,3,0,1,0
"72","Adrian Amos",9,3,0,0,0,0,0,0
"73","Adrian Phillips",1,2,1,0,0,1,1,0
"74","Adrian Phillips",2,1,0,0,0,1,1,0
"75","Adrian Phillips",3,3,0,0,0,0,4,0
"76","Adrian Phillips",4,6,0,0,0,1,2,0
"77","Adrian Phillips",5,2,1,0,1,1,2,1
"78","Adrian Phillips",6,2,0,0,0,1,2,0
"79","Adrian Phillips",7,3,0,0,0,0,1,0
"80","Adrian Phillips",8,1,0,0,2,0,1,0
"81","Adrian Phillips",9,3,0,0,0,0,3,0
"82","Ahkello Witherspoon",1,6,0,0,0,0,2,0
"83","Ahkello Witherspoon",2,3,0,0,1,0,0,0
"84","Ahkello Witherspoon",3,4,0,0,1,0,1,0
"85","Ahkello Witherspoon",8,5,0,0,0,0,0,0
"86","Ahmad Gardner",1,2,0,0,1,0,0,0
"87","Ahmad Gardner",2,5,0,0,0,0,0,0
"88","Ahmad Gardner",3,2,1,0,0,1,2,1
"89","Ahmad Gardner",4,2,0,0,1,0,2,0
"90","Ahmad Gardner",5,3,0,0,1,0,2,0
"91","Ahmad Gardner",6,3,0,0,0,0,0,0
"92","Ahmad Gardner",7,8,0,0,1,0,2,0
"93","Ahmad Gardner",8,3,2,0,0,0,1,0
"94","Ahmad Gardner",9,3,0,0,0,0,4,0
"95","Aidan Hutchinson",1,0,0,0,1,0,1,0
"96","Aidan Hutchinson",2,2,0,0,0,0,1,0
"97","Aidan Hutchinson",3,0,0,0,1,0,0,0
"98","Aidan Hutchinson",4,2,0,0,0,0,2,0
"99","Aidan Hutchinson",5,2,0,0,0,0,0,0
"100","Aidan Hutchinson",7,0,0,0,1,0,0,0
"101","Aidan Hutchinson",8,0,0,0,0,0,1,0
"102","Aidan Hutchinson",9,0,0,0,0,0,2,0
"103","Akayleb Evans",1,1,0,0,0,0,0,0
"104","Akayleb Evans",2,2,0,0,0,0,0,0
"105","Akayleb Evans",4,1,0,0,1,0,0,0
"106","Akayleb Evans",9,3,2,0,0,0,2,0
"107","Akeem Davis-Gaither",1,1,0,0,0,1,0,0
"108","Akeem Davis-Gaither",3,9,1,0,0,1,4,0
"109","Akeem Davis-Gaither",4,1,0,0,0,0,0,0
"110","Akeem Davis-Gaither",6,1,0,0,0,1,1,0
"111","Akeem Davis-Gaither",7,5,0,0,0,0,3,0
"112","Akeem Davis-Gaither",9,4,1,0,0,0,2,0
"113","Akeem Spence",3,1,0,0,0,0,0,0
"114","Akeem Spence",5,1,0,0,0,0,1,0
"115","Akeem Spence",6,0,0,0,2,0,2,0
"116","Akeem Spence",7,1,0,0,0,0,0,0
"117","Akiem Hicks",1,0,0,0,0,0,2,0
"118","Akiem Hicks",2,2,0,0,0,0,1,0
"119","Al Woods",1,1,0,0,0,0,0,0
"120","Al Woods",2,7,3,0,1,0,1,0
"121","Al Woods",3,3,0,0,0,0,2,0
"122","Al Woods",4,0,0,0,0,0,1,0
"123","Al Woods",5,2,0,0,0,0,2,0
"124","Al Woods",8,0,0,0,0,0,3,0
"125","Al-Quadin Muhammad",1,1,0,0,1,0,0,0
"126","Al-Quadin Muhammad",2,3,0,0,1,0,0,0
"127","Al-Quadin Muhammad",3,0,0,1,0,0,4,0
"128","Al-Quadin Muhammad",4,0,0,0,1,0,5,0
"129","Al-Quadin Muhammad",5,1,0,0,0,0,2,0
"130","Al-Quadin Muhammad",6,1,0,0,0,0,0,0
"131","Al-Quadin Muhammad",9,1,0,0,1,0,0,0
"132","Alex Anzalone",1,7,1,0,0,1,2,0
"133","Alex Anzalone",2,4,0,0,2,0,2,0
"134","Alex Anzalone",3,7,0,0,1,0,2,0
"135","Alex Anzalone",4,4,1,0,1,0,2,0
"136","Alex Anzalone",5,5,0,0,0,0,3,0
"137","Alex Anzalone",7,4,0,0,0,1,4,0
"138","Alex Anzalone",8,5,0,0,0,0,3,0
"139","Alex Anzalone",9,1,0,0,0,0,6,0
"140","Alex Highsmith",1,3,0,0,1,0,3,0
"141","Alex Highsmith",2,2,0,0,0,0,1,0
"142","Alex Highsmith",3,5,1,0,1,0,1,0
"143","Alex Highsmith",4,0,0,0,0,0,3,0
"144","Alex Highsmith",5,1,1,0,0,0,0,0
"145","Alex Highsmith",8,2,1,0,0,0,2,0
"146","Alex Singleton",1,4,0,0,1,0,5,0
"147","Alex Singleton",2,1,0,0,1,0,4,0
"148","Alex Singleton",5,5,2,0,1,0,4,0
"149","Alex Singleton",6,19,2,0,1,1,2,0
"150","Alex Singleton",7,6,0,0,3,0,7,0
"151","Alex Singleton",8,3,0,0,1,0,2,0
"152","Alex Wright",1,2,0,0,0,0,0,0
"153","Alex Wright",2,2,0,0,0,0,0,0
"154","Alex Wright",3,0,0,0,0,0,1,0
"155","Alex Wright",4,2,0,0,0,0,2,0
"156","Alex Wright",5,2,0,0,1,0,0,0
"157","Alex Wright",6,2,0,0,0,0,0,0
"158","Alex Wright",7,1,1,0,1,0,0,0
"159","Alim McNeill",1,0,0,0,0,0,1,0
"160","Alim McNeill",2,0,0,0,1,0,2,0
"161","Alim McNeill",3,1,0,0,0,0,0,0
"162","Alim McNeill",4,2,1,0,0,0,0,0
"163","Alim McNeill",5,2,1,0,1,1,0,1
"164","Alim McNeill",8,0,0,0,0,0,1,0
"165","Alim McNeill",9,0,0,0,2,0,2,0
"166","Alohi Gilman",1,1,0,0,0,0,0,0
"167","Alohi Gilman",2,1,0,0,0,0,0,0
"168","Alohi Gilman",4,0,0,0,0,0,1,0
"169","Alohi Gilman",5,4,0,0,1,0,3,0
"170","Alohi Gilman",6,1,0,0,0,0,0,0
"171","Alohi Gilman",9,2,0,0,1,0,1,0
"172","Alontae Taylor",7,3,0,0,1,0,0,0
"173","Alontae Taylor",8,4,0,0,4,1,0,0
"174","Alontae Taylor",9,3,0,0,1,0,2,0
"175","Amani Hooker",1,3,0,0,1,0,1,0
"176","Amani Hooker",2,2,0,0,0,0,0,0
"177","Amani Hooker",3,5,0,1,1,1,1,0
"178","Amani Hooker",7,9,1,0,0,1,1,0
"179","Amani Oruwariye",1,4,0,0,1,0,0,0
"180","Amani Oruwariye",3,7,1,0,3,0,2,0
"181","Amani Oruwariye",4,4,0,0,2,0,1,0
"182","Amani Oruwariye",7,4,0,0,0,0,1,0
"183","Amani Oruwariye",8,6,0,0,1,0,2,0
"184","Amare Barno",9,2,0,0,0,0,0,0
"185","Ambry Thomas",5,2,0,0,0,0,0,0
"186","Ambry Thomas",8,1,0,0,0,0,0,0
"187","Amik Robertson",1,0,0,0,1,0,0,0
"188","Amik Robertson",2,4,0,0,1,1,0,0
"189","Amik Robertson",3,1,0,0,0,0,0,0
"190","Amik Robertson",4,2,0,0,2,0,1,0
"191","Amik Robertson",5,2,0,0,1,0,1,0
"192","Amik Robertson",7,1,0,0,0,1,0,0
"193","Amik Robertson",8,0,0,0,2,0,1,0
"194","Andre Cisco",1,4,0,0,0,0,0,0
"195","Andre Cisco",2,4,0,0,2,0,1,0
"196","Andre Cisco",3,2,0,0,0,0,2,0
"197","Andre Cisco",4,2,0,0,0,0,1,0
"198","Andre Cisco",5,1,0,0,1,0,1,0
"199","Andre Cisco",6,6,0,0,0,0,3,0
"200","Andre Cisco",7,7,0,0,2,0,1,0
"201","Andre Cisco",8,3,0,0,0,0,1,0
"202","Andre Cisco",9,3,0,0,1,0,4,0
"203","Andrew Adams",4,3,0,0,0,0,2,0
"204","Andrew Adams",5,2,0,0,0,0,0,0
"205","Andrew Adams",7,6,0,0,2,1,4,0
"206","Andrew Adams",8,2,0,0,1,0,0,0
"207","Andrew Adams",9,7,0,0,0,0,1,0
"208","Andrew Billings",1,2,0,0,0,0,1,0
"209","Andrew Billings",2,1,0,0,1,0,2,0
"210","Andrew Billings",3,1,0,0,0,0,2,0
"211","Andrew Billings",4,0,0,0,1,0,1,0
"212","Andrew Billings",7,0,0,0,0,0,2,0
"213","Andrew Billings",8,1,0,0,0,0,1,0
"214","Andrew Billings",9,1,1,0,2,0,3,0
"215","Andrew Van Ginkel",1,0,0,0,1,0,0,0
"216","Andrew Van Ginkel",3,0,0,0,0,0,1,0
"217","Andrew Van Ginkel",4,1,0,0,0,1,0,0
"218","Andrew Van Ginkel",5,1,0,0,0,0,0,0
"219","Andrew Van Ginkel",6,1,0,0,1,0,1,0
"220","Andrew Van Ginkel",7,5,0,0,0,1,3,0
"221","Andrew Van Ginkel",8,1,0,0,1,0,0,0
"222","Andrew Wingard",9,1,0,0,0,0,0,0
"223","Anfernee Jennings",2,1,0,0,0,0,0,0
"224","Anfernee Jennings",4,0,0,0,0,0,1,0
"225","Anfernee Jennings",5,3,0,0,0,0,1,0
"226","Anfernee Jennings",6,1,0,0,0,0,0,0
"227","Anfernee Jennings",7,1,0,0,1,0,4,0
"228","Anfernee Jennings",9,0,0,0,0,0,1,0
"229","Angelo Blackson",2,1,1,0,2,0,1,0
"230","Angelo Blackson",3,1,0,0,0,0,1,0
"231","Angelo Blackson",4,2,0,0,0,0,3,0
"232","Angelo Blackson",5,0,0,0,1,0,1,0
"233","Angelo Blackson",6,1,0,0,0,0,0,0
"234","Angelo Blackson",7,1,0,0,0,0,0,0
"235","Angelo Blackson",8,0,0,0,0,0,2,0
"236","Angelo Blackson",9,1,0,0,0,0,0,0
"237","Anthony Averett",7,0,0,0,1,0,0,0
"238","Anthony Averett",8,7,0,0,0,0,1,0
"239","Anthony Averett",9,5,0,0,1,0,0,0
"240","Anthony Barr",1,1,0,0,0,0,2,0
"241","Anthony Barr",2,4,1,0,0,0,3,0
"242","Anthony Barr",3,0,0,0,1,0,0,0
"243","Anthony Barr",4,3,0,0,0,0,1,0
"244","Anthony Barr",5,4,0,0,1,1,2,0
"245","Anthony Barr",6,0,0,0,0,0,2,0
"246","Anthony Barr",7,4,0,0,1,0,2,0
"247","Anthony Barr",8,2,0,0,0,0,1,0
"248","Anthony Brown",1,5,0,0,2,0,2,0
"249","Anthony Brown",2,4,0,0,1,1,2,0
"250","Anthony Brown",3,6,0,0,0,1,0,0
"251","Anthony Brown",4,2,0,1,0,0,2,0
"252","Anthony Brown",5,4,1,0,2,0,2,0
"253","Anthony Brown",6,3,0,0,1,0,0,0
"254","Anthony Brown",7,1,0,0,3,0,1,0
"255","Anthony Nelson",1,0,0,0,0,0,1,0
"256","Anthony Nelson",2,0,0,0,1,0,1,0
"257","Anthony Nelson",3,1,0,0,0,0,0,0
"258","Anthony Nelson",4,0,0,0,0,0,1,0
"259","Anthony Nelson",5,1,0,0,0,0,1,0
"260","Anthony Nelson",6,1,0,0,0,1,1,0
"261","Anthony Nelson",7,0,0,0,1,0,0,0
"262","Anthony Nelson",8,0,0,0,0,0,1,0
"263","Anthony Nelson",9,0,0,0,0,0,2,0
"264","Anthony Rush",1,0,0,0,0,0,1,0
"265","Anthony Rush",2,0,0,0,0,0,1,0
"266","Anthony Rush",3,1,0,0,0,0,1,0
"267","Anthony Rush",4,2,0,0,0,1,1,0
"268","Anthony Walker",1,2,1,0,1,0,2,0
"269","Anthony Walker",2,3,2,0,1,0,1,0
"270","Anthony Walker",3,2,1,0,0,1,4,0
"271","Antoine Winfield",1,6,0,0,0,0,1,0
"272","Antoine Winfield",2,5,0,0,0,0,1,0
"273","Antoine Winfield",3,6,0,0,0,0,0,0
"274","Antoine Winfield",4,4,0,0,0,0,1,0
"275","Antoine Winfield",5,7,2,0,1,1,1,0
"276","Antoine Winfield",6,3,0,0,0,0,0,0
"277","Antoine Winfield",7,2,1,0,0,1,0,0
"278","Antonio Hamilton",5,0,0,0,1,0,0,0
"279","Antonio Hamilton",7,6,0,0,1,0,0,0
"280","Antonio Hamilton",8,3,0,0,0,1,0,0
"281","Antonio Hamilton",9,1,0,0,1,0,1,0
"282","Antwaun Woods",8,2,1,0,0,0,0,0
"283","Arden Key",3,1,1,0,0,0,0,0
"284","Arden Key",4,1,0,0,0,1,0,0
"285","Arden Key",6,1,0,0,0,0,0,0
"286","Arden Key",7,2,0,0,1,0,0,0
"287","Arden Key",8,0,0,0,0,0,1,0
"288","Arden Key",9,0,0,0,0,0,1,0
"289","Arik Armstead",1,2,1,0,0,0,0,0
"290","Arik Armstead",4,1,0,0,0,0,1,0
"291","Armon Watts",1,1,0,0,0,0,1,0
"292","Armon Watts",2,1,0,0,1,0,0,0
"293","Armon Watts",3,1,0,0,0,0,1,0
"294","Armon Watts",4,1,0,0,0,1,1,0
"295","Armon Watts",5,1,1,0,0,0,2,0
"296","Armon Watts",6,2,0,0,1,1,4,0
"297","Armon Watts",7,2,0,0,0,0,0,0
"298","Armon Watts",8,2,0,0,0,0,1,0
"299","Armon Watts",9,1,0,0,0,0,0,0
"300","Arnold Ebiketie",1,1,0,0,0,0,0,0
"301","Arnold Ebiketie",2,2,0,0,0,0,2,0
"302","Arnold Ebiketie",3,1,0,0,1,0,0,0
"303","Arnold Ebiketie",4,1,0,0,0,0,0,0
"304","Arnold Ebiketie",5,1,0,0,0,0,0,0
"305","Arnold Ebiketie",6,4,0,1,1,0,1,0
"306","Arnold Ebiketie",8,1,0,0,0,0,1,0
"307","Arnold Ebiketie",9,1,0,0,0,0,2,0
"308","Arron Mosby",6,1,0,0,0,0,0,0
"309","Arthur Maulet",1,2,0,0,0,1,0,0
"310","Arthur Maulet",2,1,0,0,2,0,1,0
"311","Arthur Maulet",3,0,0,0,1,0,1,0
"312","Arthur Maulet",4,5,0,0,1,2,2,0
"313","Arthur Maulet",5,3,0,0,1,0,1,0
"314","Arthur Maulet",6,2,0,0,2,0,2,0
"315","Arthur Maulet",7,2,1,0,0,0,2,0
"316","Arthur Maulet",8,2,0,0,0,1,1,0
"317","Asante Samuel",1,4,0,0,3,1,0,0
"318","Asante Samuel",2,2,0,0,0,0,1,0
"319","Asante Samuel",3,3,0,0,1,0,1,0
"320","Asante Samuel",4,4,1,0,0,0,0,0
"321","Asante Samuel",5,5,0,0,0,1,0,0
"322","Asante Samuel",6,1,0,0,0,0,0,0
"323","Asante Samuel",7,4,0,0,0,0,0,0
"324","Asante Samuel",9,2,0,0,0,1,1,0
"325","Austin Bryant",1,1,0,0,1,0,0,0
"326","Austin Bryant",4,0,0,0,1,0,0,0
"327","Austin Bryant",5,3,0,0,0,0,1,0
"328","Austin Calitro",1,1,1,0,0,1,3,1
"329","Austin Calitro",2,2,0,0,0,0,1,0
"330","Austin Calitro",3,0,0,0,0,0,1,0
"331","Austin Johnson",1,0,0,0,1,0,0,0
"332","Austin Johnson",2,0,0,0,0,0,1,0
"333","Austin Johnson",3,1,0,0,2,0,1,0
"334","Austin Johnson",4,3,0,0,0,0,0,0
"335","Austin Johnson",5,3,0,0,0,0,0,0
"336","Austin Johnson",6,3,1,0,0,0,1,0
"337","Austin Johnson",7,2,1,0,1,0,2,0
"338","Austin Johnson",9,2,0,0,0,0,1,0
"339","Avonte Maddox",1,1,0,0,3,0,2,0
"340","Avonte Maddox",2,4,0,0,0,0,4,0
"341","Avonte Maddox",3,2,0,0,0,1,3,0
"342","Avonte Maddox",6,1,0,0,0,0,1,0
"343","Avonte Maddox",8,5,1,0,3,1,0,0
"344","Avonte Maddox",9,2,0,0,1,1,0,0
"345","Azeez Al-Shaair",1,2,0,0,0,1,3,0
"346","Azeez Al-Shaair",3,2,0,0,2,0,3,0
"347","Azeez Ojulari",3,0,0,0,0,0,1,0
"348","Azeez Ojulari",4,1,0,0,1,0,0,0
"349","B.J. Hill",1,0,0,0,0,0,2,0
"350","B.J. Hill",2,2,0,0,0,0,3,0
"351","B.J. Hill",3,1,0,0,0,0,2,0
"352","B.J. Hill",4,0,0,0,0,0,4,0
"353","B.J. Hill",5,0,0,0,1,0,3,0
"354","B.J. Hill",6,3,1,0,0,0,1,0
"355","B.J. Hill",7,2,0,0,0,0,1,0
"356","B.J. Hill",8,4,0,0,0,0,1,0
"357","B.J. Hill",9,2,0,0,0,0,2,0
"358","Baron Browning",1,1,1,0,0,0,0,0
"359","Baron Browning",2,1,0,0,0,0,0,0
"360","Baron Browning",4,1,0,0,0,0,1,0
"361","Baron Browning",5,1,1,0,0,0,2,0
"362","Baron Browning",6,2,1,0,0,1,1,0
"363","Baylon Spector",5,3,0,0,1,0,0,0
"364","Ben Banogu",3,0,0,0,1,0,0,0
"365","Ben Banogu",5,0,0,0,0,0,1,0
"366","Ben Banogu",7,1,0,0,0,0,0,0
"367","Ben Niemann",2,1,0,0,0,0,0,0
"368","Ben Niemann",3,2,1,0,0,0,0,0
"369","Ben Niemann",4,1,0,0,0,0,2,0
"370","Ben Niemann",5,1,0,0,0,0,3,0
"371","Ben Niemann",6,1,0,0,0,0,0,0
"372","Ben Niemann",7,3,0,0,0,0,1,0
"373","Ben Niemann",8,2,0,0,1,0,2,0
"374","Ben Niemann",9,3,0,0,0,0,0,0
"375","Ben Stille",7,0,0,0,0,0,2,0
"376","Benito Jones",2,0,0,0,1,0,1,0
"377","Benito Jones",5,1,0,0,0,0,0,0
"378","Benito Jones",7,1,0,0,0,0,0,0
"379","Benito Jones",9,0,0,0,0,0,1,0
"380","Benjamin St-Juste",1,4,0,0,1,0,0,0
"381","Benjamin St-Juste",2,3,0,0,0,1,1,0
"382","Benjamin St-Juste",3,3,0,0,0,0,0,0
"383","Benjamin St-Juste",4,1,0,0,1,1,1,0
"384","Benjamin St-Juste",5,1,0,0,1,0,1,0
"385","Benjamin St-Juste",6,2,0,0,2,1,1,0
"386","Benjamin St-Juste",7,2,0,0,0,0,1,0
"387","Benjamin St-Juste",8,6,0,0,0,0,1,0
"388","Benjamin St-Juste",9,2,0,0,0,0,0,0
"389","Bilal Nichols",1,3,0,0,0,2,0,0
"390","Bilal Nichols",2,1,0,0,0,0,0,0
"391","Bilal Nichols",3,0,0,0,0,0,1,0
"392","Bilal Nichols",4,0,0,0,1,0,2,0
"393","Bilal Nichols",5,1,1,0,1,0,1,0
"394","Bilal Nichols",7,0,0,0,1,0,3,0
"395","Bilal Nichols",8,0,0,0,0,0,1,0
"396","Bilal Nichols",9,0,0,0,0,0,3,0
"397","Blake Cashman",2,1,1,0,0,1,0,1
"398","Blake Cashman",4,1,1,0,0,0,0,0
"399","Blake Cashman",8,0,0,0,0,0,1,0
"400","Blake Martinez",5,1,0,0,0,0,0,0
"401","Blake Martinez",7,3,0,0,1,0,1,0
"402","Blake Martinez",8,2,0,0,0,0,2,0
"403","Blake Martinez",9,8,0,0,1,1,3,0
"404","Bobby McCain",1,3,0,0,1,0,0,0
"405","Bobby McCain",2,3,0,0,1,0,3,0
"406","Bobby McCain",3,1,0,0,1,0,1,0
"407","Bobby McCain",4,3,0,0,0,0,2,0
"408","Bobby McCain",5,4,0,0,0,0,2,0
"409","Bobby McCain",6,2,0,0,1,2,1,0
"410","Bobby McCain",7,0,0,0,0,0,1,0
"411","Bobby McCain",8,6,1,0,2,0,2,0
"412","Bobby McCain",9,6,1,0,1,0,2,0
"413","Bobby Okereke",1,5,0,0,2,0,1,0
"414","Bobby Okereke",2,9,1,0,0,2,1,0
"415","Bobby Okereke",3,4,0,0,0,0,3,0
"416","Bobby Okereke",4,5,0,0,0,0,3,0
"417","Bobby Okereke",5,5,1,0,1,2,3,0
"418","Bobby Okereke",6,7,1,0,0,0,4,0
"419","Bobby Okereke",7,6,0,0,0,0,4,0
"420","Bobby Okereke",8,3,0,0,1,1,4,0
"421","Bobby Okereke",9,4,1,1,0,0,0,0
"422","Bobby Price",5,2,0,0,0,0,1,0
"423","Bobby Wagner",1,4,0,0,0,0,1,0
"424","Bobby Wagner",2,2,0,0,1,2,5,0
"425","Bobby Wagner",3,6,0,0,0,0,3,0
"426","Bobby Wagner",4,8,0,0,0,0,3,0
"427","Bobby Wagner",5,4,0,0,0,1,3,0
"428","Bobby Wagner",6,4,0,0,0,2,3,0
"429","Bobby Wagner",8,4,0,0,0,0,1,0
"430","Bobby Wagner",9,8,1,0,0,1,4,0
"431","Boye Mafe",2,3,1,0,0,0,0,0
"432","Boye Mafe",3,2,0,0,0,0,1,0
"433","Boye Mafe",4,3,0,0,0,0,1,0
"434","Boye Mafe",5,2,0,0,0,0,0,0
"435","Boye Mafe",6,2,0,0,0,0,1,0
"436","Boye Mafe",7,3,0,0,0,1,1,0
"437","Boye Mafe",8,0,0,0,1,0,1,0
"438","Boye Mafe",9,1,0,0,0,0,0,0
"439","Bradley Chubb",1,2,0,0,1,0,1,0
"440","Bradley Chubb",2,0,0,0,1,0,0,0
"441","Bradley Chubb",3,1,0,0,0,0,1,0
"442","Bradley Chubb",4,0,0,0,0,0,3,0
"443","Bradley Chubb",5,2,0,0,1,0,2,0
"444","Bradley Chubb",6,1,0,0,1,0,2,0
"445","Bradley Chubb",7,3,0,0,0,2,1,0
"446","Bradley Chubb",8,2,0,0,1,1,0,0
"447","Bradley Chubb",9,0,0,0,1,0,1,0
"448","Bradley Roby",1,5,0,0,1,1,0,0
"449","Bradley Roby",2,4,0,0,1,1,1,0
"450","Bradley Roby",3,3,0,0,1,0,0,0
"451","Bradley Roby",4,1,1,0,1,1,1,1
"452","Bradley Roby",5,1,0,0,0,0,0,0
"453","Bradley Roby",6,1,0,0,3,0,1,0
"454","Bradley Roby",7,1,0,0,0,0,0,0
"455","Brandin Bryant",2,0,0,0,0,0,1,0
"456","Brandin Bryant",4,1,0,0,0,0,1,0
"457","Brandin Echols",6,1,0,0,0,0,0,0
"458","Brandin Echols",7,1,0,0,0,0,1,0
"459","Brandon Copeland",3,1,0,0,0,1,0,0
"460","Brandon Copeland",4,0,0,0,0,0,1,0
"461","Brandon Copeland",5,0,0,0,0,0,2,0
"462","Brandon Facyson",1,2,0,0,0,0,0,0
"463","Brandon Facyson",2,2,0,0,0,0,0,0
"464","Brandon Facyson",3,2,0,0,0,0,0,0
"465","Brandon Facyson",4,1,0,0,0,0,0,0
"466","Brandon Facyson",6,0,0,0,1,0,1,0
"467","Brandon Facyson",8,1,0,0,0,0,0,0
"468","Brandon Facyson",9,1,0,0,0,1,0,0
"469","Brandon Graham",2,1,0,0,1,0,1,0
"470","Brandon Graham",3,2,1,0,0,0,1,0
"471","Brandon Graham",4,0,0,0,0,0,3,0
"472","Brandon Graham",5,2,1,0,0,0,0,0
"473","Brandon Graham",6,0,0,0,0,0,1,0
"474","Brandon Graham",9,1,1,0,0,0,0,0
"475","Brandon Jones",1,5,0,0,1,0,5,0
"476","Brandon Jones",2,2,0,0,0,0,2,0
"477","Brandon Jones",3,6,0,0,2,0,3,0
"478","Brandon Jones",4,2,0,0,1,0,1,0
"479","Brandon Jones",5,4,0,0,1,0,4,0
"480","Brandon Jones",6,3,0,0,0,0,3,0
"481","Brandon Jones",7,2,0,0,1,0,5,0
"482","Brandon Smith",9,0,0,0,1,0,0,0
"483","Brandon Stephens",1,1,0,0,1,0,1,0
"484","Brandon Stephens",3,1,0,0,0,0,0,0
"485","Brandon Stephens",4,3,0,0,1,0,0,0
"486","Brandon Stephens",5,0,0,0,0,0,1,0
"487","Brandon Stephens",6,1,0,0,0,0,1,0
"488","Brandon Stephens",8,4,0,0,0,1,0,0
"489","Brandon Stephens",9,2,0,0,0,0,0,0
"490","Bravvion Roy",1,1,0,0,0,0,0,0
"491","Bravvion Roy",2,0,0,0,0,0,1,0
"492","Bravvion Roy",9,0,0,0,0,0,4,0
"493","Brent Urban",2,0,0,0,1,0,0,0
"494","Brent Urban",5,2,0,0,0,0,1,0
"495","Brent Urban",6,0,0,0,0,0,1,0
"496","Brent Urban",7,1,0,0,0,0,1,0
